0	0	0	0
0.064	1.25021	-0.201313	0.127184
0.128	2.35935	-0.778215	0.252751
0.192	3.21965	-1.6633	0.376721
0.256	3.75105	-2.75994	0.499114
0.32	3.90851	-3.95269	0.61995
0.384	3.68568	-5.11939	0.739249
0.448	3.11455	-6.1436	0.857032
0.512	2.26124	-6.92609	0.973316
0.576	1.21855	-7.39444	1.08812
0.64	0.0959375	-7.50957	1.20147
0.704	-0.991894	-7.26884	1.31337
0.768	-1.93662	-6.70543	1.42385
0.832	-2.64703	-5.88404	1.53293
0.896	-3.05773	-4.89365	1.64061
0.96	-3.13508	-3.83795	1.74693
1.024	-2.87972	-2.82456	1.8519
1.088	-2.32572	-1.95414	1.95553
1.152	-1.53622	-1.31045	2.05784
1.216	-0.596439	-0.952371	2.15885
1.28	0.395494	-0.908629	2.25858
1.344	1.33869	-1.17567	2.35704
1.408	2.13969	-1.71883	2.45425
1.472	2.7217	-2.4766	2.55022
1.536	3.03182	-3.36751	2.64497
1.6	3.0458	-4.29874	2.73851
1.664	2.76971	-5.1758	2.83086
1.728	2.23861	-5.91201	2.92204
1.792	1.51226	-6.43705	3.01206
1.856	0.668497	-6.70354	3.10094
1.92	-0.205004	-6.69126	3.18869
1.984	-1.01981	-6.40849	3.27531
2.048	-1.69561	-5.89047	3.36084
2.112	-2.16809	-5.19513	3.44528
2.176	-2.39495	-4.39675	3.52865
2.24	-2.35963	-3.57809	3.61095
2.304	-2.0723	-2.82184	3.69221
2.368	-1.56818	-2.20232	3.77244
2.432	-0.90335	-1.77828	3.85164
2.496	-0.148612	-1.58734	3.92984
2.56	0.618002	-1.64277	4.00704
2.624	1.31924	-1.93278	4.08326
2.688	1.88635	-2.42233	4.15851
2.752	2.26581	-3.05723	4.23281
2.816	2.42427	-3.77008	4.30616
2.88	2.3514	-4.48735	4.37858
2.944	2.06037	-5.13692	4.45007
3.008	1.58591	-5.6553	4.52066
3.072	0.980287	-5.99378	4.59035
3.136	0.307602	-6.12292	4.65915
3.2	-0.362921	-6.03505	4.72708
3.264	-0.964027	-5.74448	4.79414
3.328	-1.43713	-5.28549	4.86035
3.392	-1.73798	-4.70843	4.92572
3.456	-1.84073	-4.0742	4.99025
3.52	-1.74006	-3.44792	5.05397
3.584	-1.45124	-2.89224	5.11688
3.648	-1.008	-2.46117	5.17898
3.712	-0.458748	-2.19482	5.2403
3.776	0.138706	-2.11577	5.30083
3.84	0.723168	-2.22723	5.3606
3.904	1.2363	-2.51317	5.41961
3.968	1.62839	-2.9405	5.47786
4.032	1.86315	-3.46274	5.53538
4.096	1.92098	-4.02507	5.59216
