0	0	0	0
0.032	0.635242	-0.0508735	0.0637956
0.064	1.25032	-0.201337	0.127184
0.096	1.82984	-0.446298	0.190169
0.128	2.35954	-0.778328	0.252751
0.16	2.82657	-1.18788	0.314934
0.192	3.21987	-1.66355	0.376721
0.224	3.53036	-2.19241	0.438113
0.256	3.75121	-2.76033	0.499114
0.288	3.87795	-3.35239	0.559725
0.32	3.90855	-3.95322	0.61995
0.352	3.84345	-4.54743	0.679791
0.384	3.68553	-5.12	0.739249
0.416	3.43998	-5.65666	0.798329
0.448	3.11416	-6.14421	0.857032
0.48	2.71737	-6.57089	0.91536
0.512	2.26061	-6.92661	0.973316
0.544	1.75624	-7.20325	1.0309
0.576	1.2177	-7.39477	1.08812
0.608	0.659119	-7.49738	1.14498
0.64	0.0949418	-7.50961	1.20147
0.672	-0.460412	-7.4323	1.2576
0.704	-0.992937	-7.26855	1.31337
0.736	-1.48938	-7.02363	1.36879
0.768	-1.93759	-6.70478	1.42385
0.8	-2.32678	-6.32106	1.47856
0.832	-2.6478	-5.88306	1.53293
0.864	-2.89336	-5.40259	1.58694
0.896	-3.05818	-4.8924	1.64061
0.928	-3.13909	-4.36586	1.69394
0.96	-3.1351	-3.83655	1.74693
0.992	-3.04741	-3.31796	1.79958
1.024	-2.87929	-2.82315	1.8519
1.056	-2.63604	-2.36439	1.90388
1.088	-2.32482	-1.95288	1.95553
1.12	-1.95438	-1.59849	2.00685
1.152	-1.53491	-1.3095	2.05784
1.184	-1.0777	-1.09242	2.10851
1.216	-0.594832	-0.951855	2.15885
1.248	-0.0989265	-0.890413	2.20888
1.28	0.397248	-0.908646	2.25858
1.312	0.881074	-1.00508	2.30797
1.344	1.34041	-1.17626	2.35704
1.376	1.76388	-1.41689	2.4058
1.408	2.14119	-1.71997	2.45425
1.44	2.46333	-2.07699	2.50238
1.472	2.7228	-2.47821	2.55022
1.504	2.91381	-2.91284	2.59774
1.536	3.03238	-3.36943	2.64497
1.568	3.0764	-3.83607	2.69189
1.6	3.04572	-4.30079	2.73851
1.632	2.94205	-4.75179	2.78483
1.664	2.76897	-5.17777	2.83086
1.696	2.53176	-5.56823	2.8766
1.728	2.23725	-5.9137	2.92204
1.76	1.89368	-6.20596	2.9672
1.792	1.51039	-6.43825	3.01206
1.824	1.09765	-6.60544	3.05664
1.856	0.666302	-6.7041	3.10094
1.888	0.227566	-6.7326	3.14495
1.92	-0.207314	-6.6911	3.18869
1.952	-0.627331	-6.58155	3.23214
1.984	-1.022	-6.4076	3.27531
2.016	-1.3816	-6.17449	3.31822
2.048	-1.69744	-5.8889	3.36084
2.08	-1.96205	-5.55876	3.4032
2.112	-2.16935	-5.19303	3.44528
2.144	-2.31481	-4.80146	3.4871
2.176	-2.3955	-4.39432	3.52865
2.208	-2.4102	-3.98218	3.56993
2.24	-2.35938	-3.57557	3.61095
2.272	-2.24516	-3.18476	3.65171
2.304	-2.07126	-2.81949	3.69221
2.336	-1.84285	-2.48871	3.73245
2.368	-1.56643	-2.20039	3.77244
2.4	-1.24964	-1.96133	3.81217
2.432	-0.901045	-1.77698	3.85164
2.464	-0.529919	-1.65133	3.89087
2.496	-0.14598	-1.58683	3.92984
2.528	0.240849	-1.58433	3.96856
2.56	0.620696	-1.64311	4.00704
2.592	0.983993	-1.76091	4.04527
2.624	1.32171	-1.93397	4.08326
2.656	1.6256	-2.15719	4.12101
2.688	1.88835	-2.42426	4.15851
2.72	2.10382	-2.72783	4.19578
2.752	2.26712	-3.05972	4.23281
2.784	2.37477	-3.41113	4.2696
2.816	2.42473	-3.77288	4.30616
2.848	2.41648	-4.13564	4.34248
2.88	2.35096	-4.49018	4.37858
2.912	2.23056	-4.82758	4.41444
2.944	2.05905	-5.13949	4.45007
2.976	1.84143	-5.4183	4.48548
3.008	1.58383	-5.65735	4.52066
3.04	1.2933	-5.85105	4.55561
3.072	0.977645	-5.99507	4.59035
3.104	0.645211	-6.08638	4.62486
3.136	0.304664	-6.12332	4.65915
3.168	-0.0352365	-6.10564	4.69322
3.2	-0.365857	-6.0345	4.72708
3.232	-0.67891	-5.91238	4.76071
3.264	-0.96666	-5.74302	4.79414
3.296	-1.22211	-5.53135	4.82735
3.328	-1.43919	-5.28327	4.86035
3.36	-1.61285	-5.00556	4.89314
3.392	-1.73924	-4.70566	4.92572
3.424	-1.81574	-4.39147	4.95809
3.456	-1.84105	-4.07116	4.99025
3.488	-1.81517	-3.75295	5.02221
3.52	-1.73941	-3.44491	5.05397
3.552	-1.61633	-3.15473	5.08552
3.584	-1.44966	-2.88957	5.11688
3.616	-1.2442	-2.65586	5.14803
3.648	-1.00565	-2.45912	5.17898
3.68	-0.740517	-2.3039	5.20974
3.712	-0.455864	-2.19361	5.2403
3.744	-0.159181	-2.13049	5.27066
3.776	0.141837	-2.11553	5.30083
3.808	0.439482	-2.14851	5.33081
3.84	0.726229	-2.22798	5.3606
3.872	0.994928	-2.35133	5.3902
3.904	1.23898	-2.51486	5.41961
3.936	1.45248	-2.71391	5.44883
3.968	1.63041	-2.94295	5.47786
4	1.76868	-3.1958	5.50671
4.032	1.86429	-3.46571	5.53538
4.064	1.91535	-3.74561	5.56386
4.096	1.92113	-4.02826	5.59216
