0.002	0.998
0.004	0.996004
0.006	0.994012
0.008	0.992024
0.01	0.99004
0.012	0.98806
0.014	0.986084
0.016	0.984112
0.018	0.982143
0.02	0.980179
0.022	0.978219
0.024	0.976262
0.026	0.97431
0.028	0.972361
0.03	0.970416
0.032	0.968476
0.034	0.966539
0.036	0.964606
0.038	0.962676
0.04	0.960751
0.042	0.958829
0.044	0.956912
0.046	0.954998
0.048	0.953088
0.05	0.951182
0.052	0.949279
0.054	0.947381
0.056	0.945486
0.058	0.943595
0.06	0.941708
0.062	0.939825
0.064	0.937945
0.066	0.936069
0.068	0.934197
0.07	0.932328
0.072	0.930464
0.074	0.928603
0.076	0.926746
0.078	0.924892
0.08	0.923042
0.082	0.921196
0.084	0.919354
0.086	0.917515
0.088	0.91568
0.09	0.913849
0.092	0.912021
0.094	0.910197
0.096	0.908377
0.098	0.90656
0.1	0.904747
0.102	0.902937
0.104	0.901131
0.106	0.899329
0.108	0.897531
0.11	0.895735
0.112	0.893944
0.114	0.892156
0.116	0.890372
0.118	0.888591
0.12	0.886814
0.122	0.88504
0.124	0.88327
0.126	0.881504
0.128	0.879741
0.13	0.877981
0.132	0.876225
0.134	0.874473
0.136	0.872724
0.138	0.870978
0.14	0.869236
0.142	0.867498
0.144	0.865763
0.146	0.864031
0.148	0.862303
0.15	0.860579
0.152	0.858858
0.154	0.85714
0.156	0.855426
0.158	0.853715
0.16	0.852007
0.162	0.850303
0.164	0.848603
0.166	0.846905
0.168	0.845212
0.17	0.843521
0.172	0.841834
0.174	0.840151
0.176	0.83847
0.178	0.836793
0.18	0.83512
0.182	0.833449
0.184	0.831783
0.186	0.830119
0.188	0.828459
0.19	0.826802
0.192	0.825148
0.194	0.823498
0.196	0.821851
0.198	0.820207
0.2	0.818567
0.202	0.81693
0.204	0.815296
0.206	0.813665
0.208	0.812038
0.21	0.810414
0.212	0.808793
0.214	0.807175
0.216	0.805561
0.218	0.80395
0.22	0.802342
0.222	0.800737
0.224	0.799136
0.226	0.797538
0.228	0.795943
0.23	0.794351
0.232	0.792762
0.234	0.791176
0.236	0.789594
0.238	0.788015
0.24	0.786439
0.242	0.784866
0.244	0.783296
0.246	0.78173
0.248	0.780166
0.25	0.778606
0.252	0.777049
0.254	0.775495
0.256	0.773944
0.258	0.772396
0.26	0.770851
0.262	0.769309
0.264	0.767771
0.266	0.766235
0.268	0.764703
0.27	0.763173
0.272	0.761647
0.274	0.760123
0.276	0.758603
0.278	0.757086
0.28	0.755572
0.282	0.754061
0.284	0.752553
0.286	0.751047
0.288	0.749545
0.29	0.748046
0.292	0.74655
0.294	0.745057
0.296	0.743567
0.298	0.74208
0.3	0.740596
0.302	0.739115
0.304	0.737636
0.306	0.736161
0.308	0.734689
0.31	0.733219
0.312	0.731753
0.314	0.730289
0.316	0.728829
0.318	0.727371
0.32	0.725916
0.322	0.724465
0.324	0.723016
0.326	0.72157
0.328	0.720126
0.33	0.718686
0.332	0.717249
0.334	0.715814
0.336	0.714383
0.338	0.712954
0.34	0.711528
0.342	0.710105
0.344	0.708685
0.346	0.707267
0.348	0.705853
0.35	0.704441
0.352	0.703032
0.354	0.701626
0.356	0.700223
0.358	0.698823
0.36	0.697425
0.362	0.69603
0.364	0.694638
0.366	0.693249
0.368	0.691862
0.37	0.690478
0.372	0.689098
0.374	0.687719
0.376	0.686344
0.378	0.684971
0.38	0.683601
0.382	0.682234
0.384	0.68087
0.386	0.679508
0.388	0.678149
0.39	0.676793
0.392	0.675439
0.394	0.674088
0.396	0.67274
0.398	0.671394
0.4	0.670052
0.402	0.668712
0.404	0.667374
0.406	0.666039
0.408	0.664707
0.41	0.663378
0.412	0.662051
0.414	0.660727
0.416	0.659406
0.418	0.658087
0.42	0.656771
0.422	0.655457
0.424	0.654146
0.426	0.652838
0.428	0.651532
0.43	0.650229
0.432	0.648929
0.434	0.647631
0.436	0.646335
0.438	0.645043
0.44	0.643753
0.442	0.642465
0.444	0.64118
0.446	0.639898
0.448	0.638618
0.45	0.637341
0.452	0.636066
0.454	0.634794
0.456	0.633524
0.458	0.632257
0.46	0.630993
0.462	0.629731
0.464	0.628471
0.466	0.627215
0.468	0.62596
0.47	0.624708
0.472	0.623459
0.474	0.622212
0.476	0.620967
0.478	0.619726
0.48	0.618486
0.482	0.617249
0.484	0.616015
0.486	0.614783
0.488	0.613553
0.49	0.612326
0.492	0.611101
0.494	0.609879
0.496	0.608659
0.498	0.607442
0.5	0.606227
0.502	0.605015
0.504	0.603805
0.506	0.602597
0.508	0.601392
0.51	0.600189
0.512	0.598989
0.514	0.597791
0.516	0.596595
0.518	0.595402
0.52	0.594211
0.522	0.593023
0.524	0.591837
0.526	0.590653
0.528	0.589472
0.53	0.588293
0.532	0.587116
0.534	0.585942
0.536	0.58477
0.538	0.5836
0.54	0.582433
0.542	0.581268
0.544	0.580106
0.546	0.578946
0.548	0.577788
0.55	0.576632
0.552	0.575479
0.554	0.574328
0.556	0.573179
0.558	0.572033
0.56	0.570889
0.562	0.569747
0.564	0.568608
0.566	0.56747
0.568	0.566335
0.57	0.565203
0.572	0.564072
0.574	0.562944
0.576	0.561818
