0	0	0	0
0.016	0.319148	-0.0127659	0.0319489
0.032	0.635242	-0.0508734	0.0637956
0.048	0.946283	-0.113918	0.0955407
0.064	1.25032	-0.201337	0.127184
0.08	1.54545	-0.312417	0.158727
0.096	1.82984	-0.446298	0.190169
0.112	2.10176	-0.601979	0.22151
0.128	2.35954	-0.778327	0.252751
0.144	2.60162	-0.974084	0.283892
0.16	2.82657	-1.18788	0.314934
0.176	3.03305	-1.41822	0.345877
0.192	3.21987	-1.66355	0.376721
0.208	3.38594	-1.92219	0.407466
0.224	3.53036	-2.19241	0.438113
0.24	3.65233	-2.4724	0.468662
0.256	3.75121	-2.76033	0.499114
0.272	3.82653	-3.0543	0.529468
0.288	3.87795	-3.35239	0.559725
0.304	3.9053	-3.65267	0.589886
0.32	3.90855	-3.95321	0.61995
0.336	3.88784	-4.2521	0.649918
0.352	3.84345	-4.54743	0.679791
0.368	3.77582	-4.83733	0.709568
0.384	3.68553	-5.12	0.739249
0.4	3.5733	-5.39367	0.768837
0.416	3.43998	-5.65666	0.798329
0.432	3.28657	-5.90734	0.827727
0.448	3.11416	-6.14421	0.857032
0.464	2.92399	-6.36583	0.886242
0.48	2.71737	-6.57089	0.91536
0.496	2.49574	-6.75817	0.944384
0.512	2.26061	-6.92661	0.973316
0.528	2.01356	-7.07524	1.00216
0.544	1.75625	-7.20325	1.0309
0.56	1.49038	-7.30994	1.05956
0.576	1.21771	-7.39477	1.08812
0.592	0.940021	-7.45733	1.11659
0.608	0.659123	-7.49738	1.14498
0.624	0.376827	-7.5148	1.17327
0.64	0.0949457	-7.50962	1.20147
0.656	-0.184723	-7.48201	1.22958
0.672	-0.460408	-7.4323	1.2576
0.688	-0.730374	-7.36095	1.28553
0.704	-0.992933	-7.26855	1.31337
0.72	-1.24646	-7.15583	1.34112
0.736	-1.48938	-7.02363	1.36879
0.752	-1.72022	-6.87292	1.39636
0.768	-1.93759	-6.70478	1.42385
0.784	-2.14017	-6.52041	1.45125
0.8	-2.32677	-6.32107	1.47856
0.816	-2.49631	-6.10814	1.50579
0.832	-2.64779	-5.88306	1.53293
0.848	-2.78039	-5.64735	1.55998
0.864	-2.89336	-5.40259	1.58694
0.88	-2.98611	-5.15039	1.61382
0.896	-3.05817	-4.89241	1.64061
0.912	-3.10923	-4.63033	1.66732
0.928	-3.13909	-4.36587	1.69394
0.944	-3.14768	-4.10071	1.72048
0.96	-3.1351	-3.83656	1.74693
0.976	-3.10156	-3.57509	1.7733
0.992	-3.04741	-3.31797	1.79958
1.008	-2.97312	-3.0668	1.82578
1.024	-2.87929	-2.82316	1.8519
1.04	-2.76665	-2.58854	1.87793
1.056	-2.63605	-2.36439	1.90388
1.072	-2.48842	-2.15208	1.92974
1.088	-2.32482	-1.95289	1.95553
1.104	-2.1464	-1.76799	1.98123
1.12	-1.95439	-1.59849	2.00685
1.136	-1.7501	-1.44537	2.03239
1.152	-1.53492	-1.3095	2.05784
1.168	-1.31029	-1.19163	2.08322
1.184	-1.0777	-1.09242	2.10851
1.2	-0.838696	-1.01236	2.13372
1.216	-0.594839	-0.951856	2.15885
1.232	-0.347718	-0.911162	2.1839
1.248	-0.0989331	-0.890413	2.20888
1.264	0.149917	-0.889614	2.23377
1.28	0.397242	-0.908644	2.25858
1.296	0.641472	-0.947254	2.28331
1.312	0.881068	-1.00507	2.30797
1.328	1.11453	-1.08161	2.33254
1.344	1.3404	-1.17625	2.35704
1.36	1.5573	-1.28829	2.38146
1.376	1.76388	-1.41688	2.4058
1.392	1.9589	-1.56111	2.43006
1.408	2.14119	-1.71996	2.45425
1.424	2.30966	-1.89231	2.47835
1.44	2.46332	-2.07699	2.50238
1.456	2.6013	-2.27272	2.52634
1.472	2.7228	-2.4782	2.55022
1.488	2.82715	-2.69204	2.57402
1.504	2.91381	-2.91283	2.59774
1.52	2.98232	-3.13912	2.62139
1.536	3.03238	-3.36942	2.64497
1.552	3.06376	-3.60224	2.66846
1.568	3.0764	-3.83607	2.69189
1.584	3.07034	-4.06941	2.71524
1.6	3.04572	-4.30078	2.73851
1.616	3.00283	-4.52872	2.76171
1.632	2.94206	-4.75178	2.78483
1.648	2.8639	-4.96858	2.80789
1.664	2.76898	-5.17777	2.83086
1.68	2.65799	-5.37806	2.85377
1.696	2.53176	-5.56823	2.8766
1.712	2.39119	-5.74713	2.89936
1.728	2.23726	-5.91369	2.92204
1.744	2.07105	-6.06693	2.94466
1.76	1.89369	-6.20595	2.9672
1.776	1.70639	-6.32995	2.98967
1.792	1.5104	-6.43825	3.01206
1.808	1.30704	-6.53023	3.03439
1.824	1.09765	-6.60544	3.05664
