0.016	0.984
0.032	0.968256
0.048	0.952764
0.064	0.93752
0.08	0.922519
0.096	0.907759
0.112	0.893235
0.128	0.878943
0.144	0.86488
0.16	0.851042
0.176	0.837425
0.192	0.824027
0.208	0.810842
0.224	0.797869
0.24	0.785103
0.256	0.772541
0.272	0.76018
0.288	0.748018
0.304	0.736049
0.32	0.724272
0.336	0.712684
0.352	0.701281
0.368	0.690061
0.384	0.67902
0.4	0.668155
0.416	0.657465
0.432	0.646945
0.448	0.636594
0.464	0.626409
0.48	0.616386
0.496	0.606524
0.512	0.59682
0.528	0.587271
0.544	0.577874
0.56	0.568628
0.576	0.55953
0.592	0.550578
0.608	0.541768
0.624	0.5331
0.64	0.524571
0.656	0.516177
0.672	0.507919
0.688	0.499792
0.704	0.491795
0.72	0.483927
0.736	0.476184
0.752	0.468565
0.768	0.461068
0.784	0.453691
0.8	0.446432
0.816	0.439289
0.832	0.43226
0.848	0.425344
0.864	0.418538
0.88	0.411842
0.896	0.405252
0.912	0.398768
0.928	0.392388
0.944	0.38611
0.96	0.379932
0.976	0.373853
0.992	0.367871
1.008	0.361986
1.024	0.356194
1.04	0.350495
1.056	0.344887
1.072	0.339369
1.088	0.333939
1.104	0.328596
1.12	0.323338
1.136	0.318165
1.152	0.313074
1.168	0.308065
1.184	0.303136
1.2	0.298286
1.216	0.293513
1.232	0.288817
1.248	0.284196
1.264	0.279649
1.28	0.275174
1.296	0.270772
1.312	0.266439
1.328	0.262176
1.344	0.257981
1.36	0.253854
1.376	0.249792
1.392	0.245795
1.408	0.241863
1.424	0.237993
1.44	0.234185
1.456	0.230438
1.472	0.226751
1.488	0.223123
1.504	0.219553
1.52	0.21604
1.536	0.212583
1.552	0.209182
1.568	0.205835
1.584	0.202542
1.6	0.199301
1.616	0.196112
1.632	0.192975
1.648	0.189887
1.664	0.186849
1.68	0.183859
1.696	0.180917
1.712	0.178023
1.728	0.175174
1.744	0.172372
1.76	0.169614
1.776	0.1669
1.792	0.164229
1.808	0.161602
1.824	0.159016
1.84	0.156472
1.856	0.153968
1.872	0.151505
1.888	0.149081
1.904	0.146695
1.92	0.144348
1.936	0.142039
1.952	0.139766
1.968	0.13753
1.984	0.135329
2	0.133164
2.016	0.131034
2.032	0.128937
2.048	0.126874
2.064	0.124844
2.08	0.122847
2.096	0.120881
2.112	0.118947
2.128	0.117044
2.144	0.115171
2.16	0.113328
2.176	0.111515
2.192	0.109731
2.208	0.107975
2.224	0.106247
2.24	0.104548
2.256	0.102875
2.272	0.101229
2.288	0.0996091
2.304	0.0980154
2.32	0.0964471
2.336	0.094904
2.352	0.0933855
2.368	0.0918913
2.384	0.0904211
2.4	0.0889743
2.416	0.0875507
2.432	0.0861499
2.448	0.0847715
2.464	0.0834152
2.48	0.0820805
2.496	0.0807673
2.512	0.079475
2.528	0.0782034
2.544	0.0769521
2.56	0.0757209
2.576	0.0745094
2.592	0.0733172
2.608	0.0721441
2.624	0.0709898
2.64	0.069854
2.656	0.0687363
2.672	0.0676365
2.688	0.0665544
2.704	0.0654895
2.72	0.0644417
2.736	0.0634106
2.752	0.062396
2.768	0.0613977
2.784	0.0604153
2.8	0.0594487
2.816	0.0584975
2.832	0.0575615
2.848	0.0566406
2.864	0.0557343
2.88	0.0548426
2.896	0.0539651
2.912	0.0531016
2.928	0.052252
2.944	0.051416
2.96	0.0505933
2.976	0.0497838
2.992	0.0489873
3.008	0.0482035
3.024	0.0474322
3.04	0.0466733
3.056	0.0459265
3.072	0.0451917
3.088	0.0444687
3.104	0.0437572
3.12	0.043057
3.136	0.0423681
3.152	0.0416902
3.168	0.0410232
3.184	0.0403668
3.2	0.039721
3.216	0.0390854
3.232	0.0384601
3.248	0.0378447
3.264	0.0372392
3.28	0.0366434
3.296	0.0360571
3.312	0.0354801
3.328	0.0349125
3.344	0.0343539
3.36	0.0338042
3.376	0.0332633
3.392	0.0327311
3.408	0.0322074
3.424	0.0316921
3.44	0.031185
3.456	0.0306861
3.472	0.0301951
3.488	0.029712
3.504	0.0292366
3.52	0.0287688
3.536	0.0283085
3.552	0.0278556
3.568	0.0274099
3.584	0.0269713
3.6	0.0265398
3.616	0.0261151
3.632	0.0256973
3.648	0.0252861
3.664	0.0248816
3.68	0.0244835
3.696	0.0240917
3.712	0.0237062
3.728	0.0233269
3.744	0.0229537
3.76	0.0225865
3.776	0.0222251
3.792	0.0218695
3.808	0.0215196
3.824	0.0211752
3.84	0.0208364
3.856	0.0205031
3.872	0.020175
3.888	0.0198522
3.904	0.0195346
3.92	0.019222
3.936	0.0189145
3.952	0.0186118
3.968	0.0183141
3.984	0.018021
4	0.0177327
4.016	0.017449
4.032	0.0171698
4.048	0.0168951
4.064	0.0166247
4.08	0.0163587
4.096	0.016097
