0	0	0	0	20	0	2
0.032	0.635239	-0.0508728	0.0637956	19.6186	-3.16602	1.98724
0.064	1.25031	-0.201334	0.127184	18.7433	-6.21128	1.97456
0.096	1.82983	-0.446293	0.190169	17.4026	-9.05991	1.96197
0.128	2.35953	-0.778319	0.252751	15.6365	-11.642	1.94945
0.16	2.82656	-1.18786	0.314934	13.4954	-13.8952	1.93701
0.192	3.21985	-1.66353	0.376721	11.0384	-15.7666	1.92466
0.224	3.53035	-2.19239	0.438113	8.332	-17.2133	1.91238
0.256	3.75121	-2.76031	0.499114	5.44823	-18.204	1.90018
0.288	3.87795	-3.35236	0.559725	2.46262	-18.7193	1.88805
0.32	3.90855	-3.95318	0.61995	-0.547621	-18.7521	1.87601
0.352	3.84346	-4.54739	0.679791	-3.50566	-18.3078	1.86404
0.384	3.68554	-5.11997	0.739249	-6.33695	-17.4037	1.85215
0.416	3.44	-5.65662	0.798329	-8.97112	-16.0687	1.84033
0.448	3.11419	-6.14418	0.857032	-11.3437	-14.3421	1.82859
0.48	2.71741	-6.57086	0.91536	-13.3978	-12.2729	1.81693
0.512	2.26065	-6.92659	0.973316	-15.0851	-9.91794	1.80534
0.544	1.75629	-7.20323	1.0309	-16.3674	-7.34082	1.79382
0.576	1.21776	-7.39475	1.08812	-17.2173	-4.60985	1.78238
0.608	0.659178	-7.49738	1.14498	-17.6187	-1.79641	1.771
0.64	0.0950036	-7.50962	1.20147	-17.5671	1.02691	1.75971
0.672	-0.460349	-7.43232	1.2576	-17.0695	3.78821	1.74848
0.704	-0.992875	-7.26858	1.31337	-16.1443	6.41809	1.73733
0.736	-1.48932	-7.02366	1.36879	-14.8204	8.85135	1.72624
0.768	-1.93754	-6.70483	1.42385	-13.1366	11.0286	1.71523
0.8	-2.32673	-6.32112	1.47856	-11.1403	12.8979	1.70429
0.832	-2.64776	-5.88312	1.53293	-8.88607	14.4154	1.69341
0.864	-2.89333	-5.40266	1.58694	-6.43463	15.5472	1.68261
0.896	-3.05816	-4.89248	1.64061	-3.85079	16.2693	1.67188
0.928	-3.13908	-4.36595	1.69394	-1.20191	16.5686	1.66121
0.96	-3.13511	-3.83664	1.74693	1.44384	16.4429	1.65061
0.992	-3.04743	-3.31805	1.79958	4.01923	15.9008	1.64008
1.024	-2.87933	-2.82324	1.8519	6.45969	14.9613	1.62962
1.056	-2.6361	-2.36447	1.90388	8.70488	13.6534	1.61922
1.088	-2.32488	-1.95295	1.95553	10.7002	12.015	1.60889
1.12	-1.95446	-1.59855	2.00685	12.3981	10.092	1.59863
1.152	-1.535	-1.30954	2.05784	13.7593	7.93692	1.58843
1.184	-1.07779	-1.09245	2.10851	14.7533	5.60745	1.5783
1.216	-0.594936	-0.951874	2.15885	15.3596	3.16505	1.56823
1.248	-0.0990335	-0.890415	2.20888	15.5677	0.673251	1.55822
1.28	0.39714	-0.90863	2.25858	15.3774	-1.80398	1.54828
1.312	0.880968	-1.00504	2.30797	14.7986	-4.20383	1.53841
1.344	1.34031	-1.17621	2.35704	13.8509	-6.4663	1.52859
1.376	1.76379	-1.41682	2.4058	12.5631	-8.53559	1.51884
1.408	2.14111	-1.71988	2.45425	10.9724	-10.3616	1.50915
1.44	2.46326	-2.0769	2.50238	9.12286	-11.9009	1.49952
1.472	2.72274	-2.4781	2.55022	7.06496	-13.1181	1.48996
1.504	2.91377	-2.91273	2.59774	4.85362	-13.9863	1.48045
1.536	3.03236	-3.3693	2.64497	2.54701	-14.4879	1.47101
1.568	3.0764	-3.83595	2.69189	0.204983	-14.6148	1.46162
1.6	3.04574	-4.30066	2.73851	-2.11247	-14.3686	1.4523
1.632	2.9421	-4.75166	2.78483	-4.34674	-13.7601	1.44303
1.664	2.76903	-5.17766	2.83086	-6.44209	-12.8096	1.43383
1.696	2.53184	-5.56813	2.8766	-8.34701	-11.5456	1.42468
1.728	2.23735	-5.91361	2.92204	-10.0155	-10.004	1.41559
1.76	1.89379	-6.20588	2.9672	-11.4082	-8.22779	1.40656
1.792	1.51052	-6.43819	3.01206	-12.4931	-6.26496	1.39759
1.824	1.09778	-6.6054	3.05664	-13.2466	-4.16782	1.38867
1.856	0.666442	-6.70408	3.10094	-13.6537	-1.9914	1.37981
1.888	0.227709	-6.7326	3.14495	-13.7086	0.207977	1.37101
1.92	-0.207173	-6.69113	3.18869	-13.4142	2.37409	1.36226
1.952	-0.627195	-6.5816	3.23214	-12.7826	4.4523	1.35357
1.984	-1.02187	-6.40767	3.27531	-11.834	6.39088	1.34494
2.016	-1.38148	-6.17459	3.31822	-10.5966	8.14234	1.33636
2.048	-1.69734	-5.88902	3.36084	-9.10561	9.66452	1.32783
2.08	-1.96197	-5.55889	3.4032	-7.40206	10.9216	1.31936
2.112	-2.16929	-5.19317	3.44528	-5.53199	11.8851	1.31094
2.144	-2.31477	-4.8016	3.4871	-3.54507	12.5342	1.30258
2.176	-2.39549	-4.39448	3.52865	-1.49329	12.8563	1.29427
2.208	-2.41021	-3.98234	3.56993	0.570355	12.8475	1.28601
2.24	-2.35942	-3.57573	3.61095	2.59326	12.5122	1.27781
2.272	-2.24522	-3.18491	3.65171	4.5245	11.8631	1.26966
2.304	-2.07134	-2.81962	3.69221	6.31616	10.9206	1.26156
2.336	-1.84295	-2.48883	3.73245	7.92445	9.71252	1.25351
2.368	-1.56655	-2.2005	3.77244	9.31083	8.27285	1.24551
2.4	-1.24978	-1.96142	3.81217	10.4429	6.64117	1.23757
2.432	-0.901198	-1.77704	3.85164	11.295	4.8614	1.22967
2.464	-0.530081	-1.65137	3.89087	11.8492	2.98068	1.22183
2.496	-0.146146	-1.58684	3.92984	12.0951	1.0481	1.21403
2.528	0.240682	-1.58431	3.96856	12.0303	-0.886547	1.20629
2.56	0.620533	-1.64307	4.00704	11.6605	-2.77405	1.19859
2.592	0.983838	-1.76084	4.04527	10.999	-4.56702	1.19095
2.624	1.32157	-1.93388	4.08326	10.0663	-6.22108	1.18335
2.656	1.62547	-2.15707	4.12101	8.88953	-7.69595	1.1758
2.688	1.88825	-2.42412	4.15851	7.50173	-8.95641	1.1683
2.72	2.10373	-2.72768	4.19578	5.94086	-9.97313	1.16084
2.752	2.26706	-3.05956	4.23281	4.24881	-10.7234	1.15344
2.784	2.37473	-3.41096	4.2696	2.47026	-11.1915	1.14608
2.816	2.42473	-3.77271	4.30616	0.651528	-11.3691	1.13877
2.848	2.4165	-4.13547	4.34248	-1.16063	-11.2554	1.1315
2.88	2.35101	-4.49001	4.37858	-2.92024	-10.857	1.12428
2.912	2.23064	-4.82742	4.41444	-4.58323	-10.1877	1.11711
2.944	2.05915	-5.13934	4.45007	-6.10855	-9.26789	1.10999
2.976	1.84156	-5.41817	4.48548	-7.45917	-8.12416	1.1029
3.008	1.58398	-5.65724	4.52066	-8.60298	-6.78843	1.09587
3.04	1.29346	-5.85097	4.55561	-9.51353	-5.29711	1.08888
3.072	0.977818	-5.99502	4.59035	-10.1706	-3.69009	1.08193
3.104	0.645393	-6.08635	4.62486	-10.5608	-2.00969	1.07503
3.136	0.304848	-6.12332	4.65915	-10.6776	-0.299579	1.06817
